gene_name,interaction_type,drug_name,approved
GSR,NULL,DOXORUBICIN HYDROCHLORIDE,TRUE
INSR,NULL,EPIRUBICIN,TRUE
MYC,NULL,MITOGUAZONE,FALSE
DNMT3A,NULL,TRAMETINIB DIMETHYL SULFOXIDE,TRUE
HLA-B,NULL,LAPATINIB,TRUE
ALOX15,inhibitor,JMV3008,FALSE
HTR2A,inhibitor,VABICASERIN HYDROCHLORIDE,FALSE
CACNA2D4,modulator,ATAGABALIN,FALSE
TNFSF13B,inhibitor,ATACICEPT,FALSE
TUBB3,inhibitor,POLATUZUMAB VEDOTIN,TRUE
CYP3A4,NULL,TPCK,FALSE
EPHB2,inhibitor,CEP-33779,FALSE
PPARD,NULL,DIPHENYLSULFANE,FALSE
PTGS1,NULL,BALSALAZIDE,TRUE
GABRE,NULL,ALPRAZOLAM,TRUE
GSTM1,NULL,PACLITAXEL,TRUE
MRPL36,inhibitor,TOBRAMYCIN,TRUE
MET,inhibitor,BMS-817378,FALSE
FPR3,inhibitor,DX-9065A,FALSE
GABRA6,positive modulator,TETRAZEPAM,TRUE
PTGS2,inhibitor,DICLOFENAC ETALHYALURONATE SODIUM,FALSE
KDR,NULL,LINIFANIB,FALSE
SLCO1B1,NULL,GLUCARPIDASE,TRUE
AKT3,inhibitor,AFURESERTIB,FALSE
CACNG5,modulator,IMAGABALIN,FALSE
SLC29A1,NULL,GEMCITABINE,TRUE
FLT4,inhibitor,VANDETANIB,TRUE
DXO,inhibitor,LIFIRAFENIB,FALSE
ATP5PB,blocker,BA2+,FALSE
ARCN2,inhibitor,N-STEARYL-[NLE17] NEUROTENSIN-(6-11)/VIP-(7-28),FALSE
ESR1,NULL,TRIADIMEFON,FALSE
ABCC2,NULL,LEUCOVORIN CALCIUM,TRUE
CACNA1S,blocker,BEPRIDIL HYDROCHLORIDE,TRUE
TMEM258,blocker,ZN2+,FALSE
VDR,agonist,ELDECALCITOL,FALSE
RARA,NULL,LGD-1550,FALSE
ADRA1A,NULL,DEBRISOQUIN,TRUE
A2MP1,agonist,[3H]ELETRIPTAN,FALSE
SLC29A1,NULL,PEGINTERFERON ALFA-2A,TRUE
CCR5,NULL,CCR5 MAB,FALSE
HLA-B,NULL,PEGINTERFERON ALFA-2B,TRUE
DRD1,NULL,PALIPERIDONE,TRUE
CCND1,NULL,MITOGEN-ACTIVATED PROTEIN KINASE INHIBITOR,FALSE
RECQL,NULL,PURPUROGALLIN,FALSE
BAZ2B,NULL,DOXORUBICIN HYDROCHLORIDE,TRUE
IDH1,NULL,CHEMBL:CHEMBL1256995,FALSE
CYSLTR1,NULL,MONTELUKAST SODIUM,TRUE
KDM4A,NULL,DEMECLOCYCLINE HYDROCHLORIDE,TRUE
CYP2C9,NULL,PF-03715455,FALSE
ACACB,negative modulator,FIRSOCOSTAT,FALSE
TUBB4A,negative modulator,T-900607,FALSE
APOH,inhibitor,UDM-001651,FALSE
FOXA3,inhibitor,BJP-06-005-3,FALSE
F9,inhibitor,CX-6258,FALSE
ALK,NULL,BRENTUXIMAB VEDOTIN,TRUE
PTEN,NULL,TRAMETINIB DIMETHYL SULFOXIDE,TRUE
PTEN,NULL,MIRANSERTIB,FALSE
AR,NULL,CHEMBL:CHEMBL194881,FALSE
NFE2L2,NULL,IROFULVEN,FALSE
TOP1MT,NULL,TOPOTECAN HYDROCHLORIDE,TRUE
SMAD3,NULL,CHEMBL:CHEMBL532504,FALSE
AR,NULL,PENCONAZOLE,FALSE
OXTR,NULL,RETOSIBAN,FALSE
CBX1,NULL,PIMOZIDE,TRUE
KDM4E,NULL,CHEMBL:CHEMBL242171,FALSE
TP53,NULL,CHEMBL:CHEMBL225513,FALSE
SCN5A,NULL,TETRODOTOXIN,FALSE
PYGL,NULL,METHOTREXATE,TRUE
CACNG3,modulator,PREGABALIN,TRUE
BRAF,NULL,SORAFENIB,TRUE
GABRA2,positive modulator,METHYPRYLON,TRUE
SCN11A,blocker,QUINIDINE GLUCONATE,TRUE
PIK3R5,inhibitor,DACTOLISIB,FALSE
THPO,NULL,2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE,FALSE
PDGFRA,NULL,BARASERTIB,FALSE
GABRG3,NULL,AZD-3043,FALSE
KDR,NULL,VEGF RECEPTOR TYROSINE KINASE INHIBITOR III,FALSE
TDP1,NULL,BENZYL SALICYLATE,TRUE
NPSR1,NULL,MEVASTATIN,FALSE
APEX1,NULL,(+/-)-ERIODICTYOL,FALSE
A2MP1,inhibitor,SB 272183,FALSE
GABRA1,modulator,CLONAZEPAM,TRUE
TRPV1,NULL,CAPSAZEPINE,FALSE
SMAD3,NULL,CHEMBL:CHEMBL578719,FALSE
CXCR4,NULL,PLERIXAFOR,TRUE
ADRA2A,NULL,BETHANIDINE,TRUE
TNFSF11,inhibitor,DENOSUMAB,TRUE
RPSA,inhibitor,NETILMICIN SULFATE,TRUE
SCN5A,blocker,TOPIRAMATE,TRUE
PLAU,NULL,BLEOMYCIN,TRUE
HMGB1,NULL,MART-1 ANTIGEN,FALSE
ACTBP9,agonist,[125I]CXCL5 (HUMAN),FALSE
IL18,NULL,CAMOTESKIMAB,FALSE
ALOX5,NULL,ACACETIN,FALSE
XDH,NULL,PAPAVERINE,TRUE
GSTP1,NULL,PLATINUM,FALSE
ATXN2,NULL,CHEMBL:CHEMBL589715,FALSE
TDP1,NULL,SURAMIN HEXASODIUM,FALSE
BAZ2B,NULL,CHEMBL:CHEMBL585622,FALSE
NFE2L2,NULL,DIFLORASONE DIACETATE,TRUE
ABCA2,inhibitor,XCC,FALSE
GPR35,NULL,TOLCAPONE,TRUE
MAPK1,NULL,CHEMBL:CHEMBL586031,FALSE
POLK,NULL,LUTEOLIN,FALSE
ADRA1D,NULL,DAPIPRAZOLE,TRUE
NPFFR1,agonist,EFWSLAAPQRF-NH2,FALSE
PSMD2,inhibitor,CARFILZOMIB,TRUE
ITGA2B,inhibitor,TADOCIZUMAB,FALSE
TUBA3C,inhibitor,LORVOTUZUMAB MERTANSINE,FALSE
KDM4E,NULL,DIETHYLCARBAMAZINE CITRATE,TRUE
ADCY3,agonist,CID1792197,FALSE
DRD1,NULL,TRIMIPRAMINE,TRUE
SLC6A4,NULL,DISULFIRAM,TRUE
CYP1A2,NULL,BENOXINATE,TRUE
AR,NULL,BUFOGENIN,FALSE
GLP1R,NULL,CYCLOASPEPTIDE A,FALSE
HSP90AA1,inhibitor,AUY922,FALSE
IMPDH2,inhibitor,MYCOPHENOLATE MOFETIL,TRUE
FGR,inhibitor,ENMD-981693,FALSE
ATM,NULL,VELIPARIB,FALSE
HCRTR1,NULL,ALMOREXANT,FALSE
HTR2C,inhibitor,RITANSERIN,FALSE
ANK3,agonist,UCM 765,FALSE
SNAP91,NULL,TRIFLUOPERAZINE,TRUE
CCND1,agonist,L-796449,FALSE
ATP2A3,blocker,2-APB,FALSE
ALOX15,NULL,IRIGENOL,FALSE
PRL,NULL,TYRPHOSTIN A25,FALSE
APOBEC3G,NULL,SB 216763,FALSE
TOP2A,inhibitor,BERUBICIN HYDROCHLORIDE,FALSE
RPS13,inhibitor,CYCLOHEXIMIDE,FALSE
CD80,NULL,ABATACEPT,TRUE
EHMT2,NULL,NOR-BINALTORPHIMINE,FALSE
RTN4,inhibitor,OZANEZUMAB,FALSE
GABRP,NULL,CINOLAZEPAM,FALSE
GABRR1,NULL,FLURAZEPAM,TRUE
ATP2C1,NULL,SEVOFLURANE,TRUE
HBEGF,inhibitor,LORLATINIB,TRUE
ADAMTSL4-AS1,NULL,CHEMBL:CHEMBL592124,FALSE
ERBB2,NULL,PALBOCICLIB,TRUE
IGF1R,NULL,TAMOXIFEN,TRUE
EPHX2,NULL,ALOE-EMODIN,FALSE
SAE1,NULL,"LIPOIC ACID, ALPHA",FALSE
ETV6,NULL,ASPARAGINASE,TRUE
SLC6A2,NULL,PHENTERMINE RESIN,TRUE
GPR21,inhibitor,AZD4320,FALSE
GABRB2,inhibitor,ETIFOXINE,FALSE
MS4A3,inhibitor,(R/S) EF-1500,FALSE
BMAL1,agonist,[3H]MUSCIMOL,FALSE
APEX1,NULL,CHEMBL:CHEMBL1451216,FALSE
ALK,NULL,BRENTUXIMAB VEDOTIN,TRUE
HSD17B10,NULL,KAEMPHEROL,FALSE
PIK3CA,inhibitor,PICTILISIB,FALSE
GABRB2,NULL,ALPRAZOLAM,TRUE
HTT,NULL,CAPTAN,FALSE
BAZ2B,NULL,FUSARIC ACID,FALSE
AANAT,NULL,THERAPEUTIC GLUCOCORTICOID,FALSE
RET,NULL,CEDIRANIB,FALSE
STK11,NULL,NIVOLUMAB,TRUE
BCHEL3,agonist,TAZAROTENE,TRUE
FEN1,NULL,GOSSYPOL,FALSE
RECQL,NULL,POTASSIUM DICHROMATE,FALSE
EHMT2,NULL,OLPRINONE,FALSE
KIT,inhibitor,XL-820,FALSE
F2,NULL,ARGATROBAN,TRUE
IPO7,NULL,MKC-1,FALSE
CYP2C19,NULL,THALIDOMIDE,TRUE
KIT,inhibitor,PEXIDARTINIB,TRUE
AR,NULL,ENZALUTAMIDE,TRUE
AR,NULL,BICALUTAMIDE,TRUE
ABL1,NULL,PONATINIB,TRUE
RET,NULL,PONATINIB,TRUE
NRAS,NULL,SORAFENIB,TRUE
NF2,NULL,LAPATINIB,TRUE
ROS1,NULL,CABOZANTINIB S-MALATE,TRUE
DRD2,inhibitor,CHLORPROTHIXENE,TRUE
HRH1,inhibitor,ORPHENADRINE CITRATE,TRUE
DRD2,inhibitor,PROCHLORPERAZINE,TRUE
LHCGR,agonist,LH (MENOTROPINS),TRUE
DRD2,inhibitor,TRIMIPRAMINE MALEATE,TRUE
AGTR1,inhibitor,OLMESARTAN MEDOXOMIL,TRUE
CALCR,agonist,SALMON CALCITONIN,TRUE
DRD3,agonist,LEVODOPA,TRUE
HTR3A,inhibitor,NETUPITANT,TRUE
FKBP1A,inhibitor,SIROLIMUS,TRUE
ALDH5A1,inhibitor,SODIUM VALPROATE,TRUE
HTR3A,inhibitor,GRANISETRON,TRUE
HTR1B,agonist,NARATRIPTAN HYDROCHLORIDE,TRUE
HTR2C,agonist,LORCASERIN HYDROCHLORIDE,TRUE
HTR2C,inhibitor,ZIPRASIDONE,TRUE
HTR2A,inhibitor,RISPERIDONE,TRUE
HTR2A,inhibitor,PALIPERIDONE,TRUE
HTR2A,inhibitor,HALOPERIDOL DECANOATE,TRUE
HTR2C,inhibitor,QUETIAPINE FUMARATE,TRUE
HTR2C,inhibitor,ZIPRASIDONE,TRUE
KLKB1,inhibitor,ECALLANTIDE,TRUE
ESR2,modulator,CHLOROTRIANISENE,TRUE
CSF3R,agonist,TBO-FILGRASTIM,TRUE
HTR2C,inhibitor,LOXAPINE HYDROCHLORIDE,TRUE
NR3C2,inhibitor,EPLERENONE,TRUE
OPRM1,agonist,METHADONE HYDROCHLORIDE,TRUE
SLC6A3,inhibitor,BUPROPION HYDROCHLORIDE,TRUE
OPRM1,agonist,FENTANYL HYDROCHLORIDE,TRUE
NR3C1,agonist,HYDROCORTAMATE HYDROCHLORIDE,TRUE
NR3C1,agonist,BETAMETHASONE SODIUM PHOSPHATE,TRUE
ACHE,inhibitor,NEOSTIGMINE,TRUE
NR3C1,agonist,BETAMETHASONE,TRUE
NR3C1,agonist,DEXAMETHASONE SODIUM PHOSPHATE,TRUE
NR3C1,agonist,BETAMETHASONE,TRUE
NR3C1,agonist,CICLESONIDE,TRUE
CD2,inhibitor,ALEFACEPT,TRUE
MGAM,inhibitor,ACARBOSE,TRUE
HMGCR,inhibitor,SIMVASTATIN,TRUE
ESR2,agonist,"ESTROGENS, ESTERIFIED (USP)",TRUE
ITGA2B,inhibitor,ABCIXIMAB,TRUE
MTNR1A,agonist,RAMELTEON,TRUE
ADRA1D,agonist,METHOXAMINE HYDROCHLORIDE,TRUE
PTGS1,inhibitor,NEPAFENAC,TRUE
PTGS1,inhibitor,NAPROXEN SODIUM,TRUE
PTGS1,inhibitor,DICLOFENAC SODIUM,TRUE
PTGS1,inhibitor,NAPROXEN SODIUM,TRUE
GUCY1B2,activator,NITRIC OXIDE,TRUE
GUCY1A1,activator,NITRIC OXIDE,TRUE
GUCY1A2,activator,NITRIC OXIDE,TRUE
ADRA2C,inhibitor,RAUWOLFIA SERPENTINA (USP),TRUE
MAOA,inhibitor,ISOCARBOXAZID,TRUE
CACNA1D,blocker,DILTIAZEM MALATE,TRUE
CACNA1D,blocker,DILTIAZEM HYDROCHLORIDE,TRUE
CHRNA3,inhibitor,TRIMETHAPHAN CAMSYLATE,TRUE
KRAS,inhibitor,BOCEPREVIR,TRUE
ACHE,inhibitor,RIVASTIGMINE TARTRATE,TRUE
CHRNB4,inhibitor,TRIMETHAPHAN CAMSYLATE,TRUE
AR,inhibitor,ENZALUTAMIDE,TRUE
PDE3A,inhibitor,INAMRINONE LACTATE,TRUE
ADRB2,inhibitor,TIMOLOL MALEATE,TRUE
MTTP,inhibitor,LOMITAPIDE MESYLATE,TRUE
PSMB5,inhibitor,CARFILZOMIB,TRUE
PSMB11,inhibitor,CARFILZOMIB,TRUE
PSMD12,inhibitor,CARFILZOMIB,TRUE
CNR1,agonist,NABILONE,TRUE
CHRNG,inhibitor,METOCURINE IODIDE,TRUE
CHRND,inhibitor,GALLAMINE TRIETHIODIDE,TRUE
CHRNG,inhibitor,ATRACURIUM BESYLATE,TRUE
CHRNE,inhibitor,DOXACURIUM CHLORIDE,TRUE
CHRNE,inhibitor,METOCURINE IODIDE,TRUE
CHRNB1,inhibitor,DOXACURIUM CHLORIDE,TRUE
CHRNE,inhibitor,ATRACURIUM BESYLATE,TRUE
CHRNG,inhibitor,DOXACURIUM CHLORIDE,TRUE
SLC6A3,inhibitor,METHAMPHETAMINE,TRUE
RARA,agonist,ETRETINATE,TRUE
GABRA1,positive modulator,CLORAZEPATE DIPOTASSIUM,TRUE
GABRA6,positive modulator,CLORAZEPATE DIPOTASSIUM,TRUE
GABRB2,positive modulator,CLORAZEPATE DIPOTASSIUM,TRUE
GABRB3,positive modulator,CLORAZEPATE DIPOTASSIUM,TRUE
GABRG1,positive modulator,CLORAZEPATE DIPOTASSIUM,TRUE
KCNC1,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNH2,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNC2,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNA3,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNG3,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNH7,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNH4,blocker,DALFAMPRIDINE,TRUE
KCNB1,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNH6,blocker,GUANIDINE HYDROCHLORIDE,TRUE
KCNH3,blocker,GUANIDINE HYDROCHLORIDE,TRUE
MS4A1,binder,OBINUTUZUMAB,TRUE
GUCY1B2,positive modulator,RIOCIGUAT,TRUE
PDE1A,inhibitor,ASPIRIN,TRUE
PDE6B,inhibitor,ASPIRIN,TRUE
PDE4A,inhibitor,ASPIRIN,TRUE
PDE8A,inhibitor,ASPIRIN,TRUE
PTGS1,inhibitor,DICLOFENAC SODIUM,TRUE
PDE3B,inhibitor,ASPIRIN,TRUE
PDE4D,inhibitor,ASPIRIN,TRUE
PDE6H,inhibitor,ASPIRIN,TRUE
CDK4,inhibitor,PALBOCICLIB,TRUE
IFNAR2,agonist,PEGINTERFERON BETA-1A,TRUE
TACR1,inhibitor,NETUPITANT,TRUE
HDAC10,inhibitor,PANOBINOSTAT LACTATE,TRUE
HDAC7,inhibitor,PANOBINOSTAT LACTATE,TRUE
FLT3,inhibitor,ENMD-981693,FALSE
PTGIR,agonist,SELEXIPAG,TRUE
FGFR3,inhibitor,ENMD-981693,FALSE
SRMS,inhibitor,ENMD-981693,FALSE
KDR,inhibitor,ENMD-981693,FALSE
AURKA,inhibitor,ENMD-981693,FALSE
FYN,inhibitor,ENMD-981693,FALSE
PDGFRA,inhibitor,ENMD-981693,FALSE
AR,modulator,HE3235,FALSE
AR,modulator,GSK2849466,FALSE
AURKB,inhibitor,ILORASERTIB,FALSE
FLT3,inhibitor,4SC-203,FALSE
FLT1,inhibitor,ILORASERTIB,FALSE
KDR,inhibitor,ILORASERTIB,FALSE
RORC,inhibitor,JTE-151,FALSE
FLT4,inhibitor,ILORASERTIB,FALSE
CDK12,inhibitor,AZD5438,FALSE
PIM2,inhibitor,AZD-1208,FALSE
GSK3B,inhibitor,AZD-1080,FALSE
KDR,inhibitor,BMS-817378,FALSE
MAP2K2,inhibitor,BALAMAPIMOD,FALSE
PIK3CA,inhibitor,SERABELISIB,FALSE
AURKB,inhibitor,MK-6592,FALSE
MST1R,inhibitor,MK-8033,FALSE
PIK3R3,inhibitor,PANULISIB,FALSE
SCN9A,blocker,RG7893,FALSE
GRIA3,inhibitor,IRAMPANEL,FALSE
GRIN2A,inhibitor,AZD8108,FALSE
GRIA2,inhibitor,IRAMPANEL,FALSE
SCN4A,blocker,IRAMPANEL,FALSE
ESR2,modulator,AFIMOXIFENE,FALSE
NR3C1,modulator,DAGROCORAT,FALSE
PPARG,agonist,EFATUTAZONE HYDROCHLORIDE,FALSE
PRKCQ,inhibitor,SOTRASTAURIN,FALSE
PRKD1,inhibitor,SOTRASTAURIN,FALSE
PPARA,agonist,CP-778875,FALSE
PRKCA,inhibitor,SOTRASTAURIN,FALSE
JAK2,inhibitor,PEFICITINIB,FALSE
MET,inhibitor,AMG-337,FALSE
AKT1,inhibitor,AFURESERTIB,FALSE
PIK3CD,inhibitor,DUVELISIB,TRUE
AKT1,inhibitor,UPROSERTIB,FALSE
PIK3CG,inhibitor,DUVELISIB,TRUE
PDGFRA,inhibitor,AMUVATINIB,FALSE
KIT,inhibitor,AMUVATINIB,FALSE
FLT3,inhibitor,AMUVATINIB,FALSE
PIK3R3,inhibitor,SONOLISIB,FALSE
JAK3,inhibitor,R-333,FALSE
PIK3R5,inhibitor,SONOLISIB,FALSE
KIT,inhibitor,PEXIDARTINIB,TRUE
ROCK1,inhibitor,SAR407899,FALSE
PDGFRA,inhibitor,XL-820,FALSE
TACR1,inhibitor,DNK333,FALSE
HTR3E,inhibitor,TEDATIOXETINE,FALSE
HRH3,inhibitor,PF-03654764,FALSE
ADORA2A,inhibitor,VIPADENANT,FALSE
HRH3,inhibitor,JNJ-17216498,FALSE
CNR1,inhibitor,AZD2207,FALSE
RXFP1,NULL,N6-PHENYLADENOSINE,FALSE
KCNMA1,activator,ANDOLAST,FALSE
CACNA1I,modulator,ATAGABALIN,FALSE
CACNA2D1,modulator,ATAGABALIN,FALSE
CACNB1,modulator,ATAGABALIN,FALSE
CACNG7,modulator,ATAGABALIN,FALSE
CSF1R,inhibitor,QUIZARTINIB,TRUE
MAP3K10,inhibitor,CEP-1347,FALSE
ARF5,blocker,TROPICAMIDE,TRUE
PRKD3,inhibitor,MIDOSTAURIN,TRUE
PRKCE,inhibitor,MIDOSTAURIN,TRUE
CACNG3,modulator,IMAGABALIN,FALSE
CACNA1F,modulator,IMAGABALIN,FALSE
CACNG2,modulator,IMAGABALIN,FALSE
SCN8A,blocker,TETRACAINE,TRUE
KCNC4,blocker,TEDISAMIL,FALSE
MAPK9,NULL,CARDAMOMIN,FALSE
KCNA7,blocker,TEDISAMIL,FALSE
SCN7A,blocker,TETRACAINE,TRUE
SCN3A,blocker,TETRACAINE,TRUE
F9,inhibitor,PEGNIVACOGIN,FALSE
HTR3B,inhibitor,CILANSETRON,FALSE
GSR,NULL,CARMUSTINE,TRUE
CETP,inhibitor,DALCETRAPIB,FALSE
HDAC11,inhibitor,ENTINOSTAT,FALSE
FAU,inhibitor,DORLIMOMAB ARITOX,FALSE
RPL10A,inhibitor,DORLIMOMAB ARITOX,FALSE
KCNS1,blocker,AMIFAMPRIDINE,TRUE
NTRK1,agonist,CENEGERMIN-BKBJ,TRUE
FGFR1,inhibitor,ERDAFITINIB,TRUE
TDP1,NULL,METHYLTHIONINIUM CHLORIDE,FALSE
TUBA1C,inhibitor,POLATUZUMAB VEDOTIN,TRUE
TUBB2B,inhibitor,POLATUZUMAB VEDOTIN,TRUE
TUBB1,inhibitor,POLATUZUMAB VEDOTIN,TRUE
PARP2,inhibitor,NIRAPARIB TOSYLATE,TRUE
PIK3CD,inhibitor,COPANLISIB,TRUE
ERBB4,inhibitor,NERATINIB MALEATE,TRUE
CFTR,positive modulator,ELEXACAFTOR,TRUE
HTR3D,inhibitor,RAMOSETRON HYDROCHLORIDE,FALSE
HTR3B,inhibitor,RAMOSETRON HYDROCHLORIDE,FALSE
GNRHR,inhibitor,OPIGOLIX,FALSE
ERVW-4,inhibitor,DARUNAVIR,TRUE
JAK3,inhibitor,DELGOCITINIB,FALSE
TUBB3,inhibitor,PF-06263507,FALSE
RNF130,inhibitor,MAFTIVIMAB,TRUE
KCNH2,NULL,TRAZODONE,TRUE
TUBB8,inhibitor,PF-06263507,FALSE
TUBA3E,inhibitor,PF-06263507,FALSE
RPS3A,inhibitor,CYCLOHEXIMIDE,FALSE
CXCL8,NULL,HARMINE HYDROCHLORIDE,FALSE
RPS4Y1,inhibitor,CYCLOHEXIMIDE,FALSE
TUBB8,inhibitor,TISOTUMAB VEDOTIN-TFTV,TRUE
RPS14,inhibitor,CYCLOHEXIMIDE,FALSE
TUBA3E,inhibitor,TISOTUMAB VEDOTIN-TFTV,TRUE
TUBB2A,inhibitor,TISOTUMAB VEDOTIN-TFTV,TRUE
TUBB6,inhibitor,TISOTUMAB VEDOTIN-TFTV,TRUE
RPS4X,inhibitor,CYCLOHEXIMIDE,FALSE
RPS25,inhibitor,CYCLOHEXIMIDE,FALSE
NFE2L2,NULL,HEXYLRESORCINOL,TRUE
RPL23A,inhibitor,CYCLOHEXIMIDE,FALSE
RPL14,inhibitor,CYCLOHEXIMIDE,FALSE
RPL24,inhibitor,CYCLOHEXIMIDE,FALSE
RPL10A,inhibitor,CYCLOHEXIMIDE,FALSE
RPL35,inhibitor,CYCLOHEXIMIDE,FALSE
RPL37,inhibitor,CYCLOHEXIMIDE,FALSE
PLG,activator,MONTEPLASE,FALSE
PDCD1,inhibitor,BALSTILIMAB,FALSE
GUCY1A1,activator,ISOSORBIDE MONONITRATE,TRUE
CMA1,inhibitor,FULACIMSTAT,FALSE
HSD11B1,inhibitor,ABT-384,FALSE
TYMS,inhibitor,OSI-7904,FALSE
NR3C1,modulator,AZD-5423,FALSE
NPY5R,inhibitor,MK-0557,FALSE
TUBA4A,inhibitor,LORVOTUZUMAB MERTANSINE,FALSE
TUBA1B,inhibitor,BIVATUZUMAB MERTANSINE,FALSE
CYP2A6,NULL,IFOSFAMIDE,TRUE
MAGEA3,vaccine,BIROPEPIMUT-S,FALSE
GART,inhibitor,PELITREXOL,FALSE
ADORA1,modulator,T-62,FALSE
TUBB4B,inhibitor,ARX-788,FALSE
CHRNA7,negative modulator,BNC-210,FALSE
ELANE,inhibitor,SIVELESTAT,FALSE
SSTR5,agonist,ONZIGOLIDE,FALSE
TUBB4B,inhibitor,OMBRABULIN,FALSE
TUBB,inhibitor,OMBRABULIN,FALSE
PCSK9,inhibitor,ONGERICIMAB,FALSE
ERBB2,binder,ARX-788,FALSE
CRTC1,inhibitor,XL765,FALSE
MAP2K1,inhibitor,REFAMETINIB,FALSE
PIK3CA,inhibitor,PILARALISIB,FALSE
PIK3CD,inhibitor,DACTOLISIB,FALSE
PIK3CD,inhibitor,DACTOLISIB,FALSE
PIK3CB,inhibitor,DACTOLISIB,FALSE
HSD17B10,NULL,CHEMBL:CHEMBL184450,FALSE
NFKB2,NULL,LUTEOLIN,FALSE
RELA,NULL,LUTEOLIN,FALSE
TOP1,NULL,CUCURBITACIN B,FALSE
DAPK1,inhibitor,SAXAGLIPTIN ANHYDROUS,TRUE
ALOX12,NULL,MERCURIC CHLORIDE,FALSE
ALDH1A1,NULL,CHEMBL:CHEMBL398765,FALSE
PAX8,NULL,CHEMBL:CHEMBL536166,FALSE
GMNN,NULL,IDAZOXAN,FALSE
INSR,NULL,NVP-TAE684,FALSE
USP1,NULL,QUINOCIDE,FALSE
HPGD,NULL,KHELLIN,FALSE
TDP1,NULL,SLAZINIC ACID,FALSE
CYP2C9,NULL,MEFENAMIC ACID,TRUE
YES1,NULL,CHIR-265,FALSE
GAPDHP1,inhibitor,SUPRASTAT,FALSE
PLD2,NULL,HALOPEMIDE,FALSE
VDR,NULL,IRIGENOL,FALSE
CDK9,NULL,(RS)-ROSCOVITINE,FALSE
MAPT,NULL,"3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN",FALSE
WRN,NULL,HOMIDIUM BROMIDE,FALSE
ALK,NULL,PAZOPANIB,TRUE
MAPK14,NULL,CP-547632,FALSE
KDM4E,NULL,CHEMBL:CHEMBL1256174,FALSE
CYP1B1,NULL,CHEMBL:CHEMBL2347759,FALSE
USP1,NULL,BUNAMIDINE,FALSE
CBFB,NULL,FUSARIC ACID,FALSE
POLH,NULL,EUFLAVINE,FALSE
CYP1A2,NULL,SULFAMETHOXAZOLE,TRUE
ALDH1A1,NULL,DEPHOSTATIN,FALSE
APEX1,NULL,LY367385,FALSE
CHRNA4,NULL,BUTALBITAL,TRUE
GLA,NULL,PINDOLOL,TRUE
ROCK1,NULL,LAUROGUADINE,FALSE
GALR3,NULL,PYRIDABEN,FALSE
GBA1,NULL,CHEMBL:CHEMBL529939,FALSE
FKBP1A,NULL,EVEROLIMUS,TRUE
FEN1,NULL,CHEMBL:CHEMBL1622802,FALSE
USP1,NULL,"L-732,138",FALSE
AR,NULL,CEFONICID SODIUM,TRUE
HPGD,NULL,CHEMBL:CHEMBL601618,FALSE
EHMT2,NULL,GR-55562,FALSE
CYP1A2,NULL,TICRYNAFEN,TRUE
AR,NULL,DIMETHENAMID,FALSE
ATXN2,NULL,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE,FALSE
IDH1,NULL,CHEMBL:CHEMBL405317,FALSE
KCNH2,NULL,CYCLOBENZAPRINE,TRUE
AR,NULL,DINOSEB,FALSE
MAPK1,NULL,CHEMBL:CHEMBL1519374,FALSE
AURKA,NULL,CP-547632,FALSE
EHMT2,NULL,ASPIRIN,TRUE
ADRB2,NULL,CHEMBL:CHEMBL590927,FALSE
APEX1,NULL,"LIPOIC ACID, ALPHA",FALSE
NPSR1,NULL,MIBEFRADIL DIHYDROCHLORIDE,TRUE
APOBEC3G,NULL,CHEMBL:CHEMBL600306,FALSE
CYP2C9,NULL,SB-408124,FALSE
IDH1,NULL,LOPERAMIDE,TRUE
AR,NULL,BUPIRIMATE,FALSE
IDH1,NULL,CHEMBL:CHEMBL533602,FALSE
CYP3A4,NULL,3-ISOBUTYL-1-METHYL-7H-XANTHINE,FALSE
HPGD,NULL,CHEMBL:CHEMBL1481974,FALSE
CYP2D6,NULL,CYPROTERONE,TRUE
CYP2C19,NULL,SB-408124,FALSE
SRMS,NULL,CP-547632,FALSE
KCNH2,NULL,CHEMBL:CHEMBL537087,FALSE
SMAD3,NULL,CHEMBL:CHEMBL505670,FALSE
CYP1A2,NULL,CHEMBL:CHEMBL1288013,FALSE
LRRK2,NULL,PALBOCICLIB,TRUE
PPARG,NULL,SPIRONOLACTONE,TRUE
CYP3A4,NULL,AG 490,FALSE
POLI,NULL,PURPUROGALLIN,FALSE
BAZ2B,NULL,CHEMBL:CHEMBL584248,FALSE
IDH1,NULL,BENZETHONIUM CHLORIDE,TRUE
CBX1,NULL,CHEMBL:CHEMBL538542,FALSE
NFE2L2,NULL,CHEMBL:CHEMBL1453126,FALSE
AKT1,NULL,NINTEDANIB ESYLATE,TRUE
POLK,NULL,CEFOTIAM HYDROCHLORIDE,TRUE
